"CUSTOMER_STATE","SELLER_STATE","CUSTOMER_STATE_LAT","CUSTOMER_STATE_LNG","SELLER_STATE_LAT","SELLER_STATE_LNG","TOTAL_FREIGHT_VALUE"
PR,PI,-24.51761690736683,-51.13921446386092,-6.118307834918054,-42.45894693466691,78.56
PR,PR,-24.51761690736683,-51.13921446386092,-24.51761690736683,-51.13921446386092,17623.89
PR,RJ,-24.51761690736683,-51.13921446386092,-22.62313258857956,-43.189515153563526,7354.76
PR,RN,-24.51761690736683,-51.13921446386092,-5.864841623635242,-36.236780659852265,195.14
PR,RO,-24.51761690736683,-51.13921446386092,-10.635373026211626,-62.56912646825704,43.49
PR,RS,-24.51761690736683,-51.13921446386092,-29.405371844827677,-51.99545799943851,3495.02
PR,SC,-24.51761690736683,-51.13921446386092,-27.233756086210168,-49.96532630581995,9628.58
PR,SE,-24.51761690736683,-51.13921446386092,-10.760415681767354,-37.20220554149861,86.72
PR,SP,-24.51761690736683,-51.13921446386092,-23.191158107928256,-47.05378549380357,114409.14
RJ,BA,-22.62313258857956,-43.189515153563526,-12.989871851119448,-39.615591300124855,3590.44
RJ,CE,-22.62313258857956,-43.189515153563526,-4.628164063264693,-39.12452010467055,597.46
RJ,DF,-22.62313258857956,-43.189515153563526,-15.790607098465964,-48.041233449700464,2623.04
RJ,ES,-22.62313258857956,-43.189515153563526,-19.90141177780134,-40.691985842305776,2782.5
RJ,GO,-22.62313258857956,-43.189515153563526,-16.544386780171276,-49.27402937998611,1716.4
RJ,MA,-22.62313258857956,-43.189515153563526,-3.9751512906138347,-44.82710896397979,1304.49
RJ,MG,-22.62313258857956,-43.189515153563526,-19.768131943331838,-44.25358623321739,41006.3
RJ,MS,-22.62313258857956,-43.189515153563526,-21.033754693811588,-54.58754251592346,198.04
RJ,MT,-22.62313258857956,-43.189515153563526,-14.24217021245117,-55.43095256054814,511.67
RJ,PB,-22.62313258857956,-43.189515153563526,-7.053690918143463,-36.18945874369153,566.76
RJ,PE,-22.62313258857956,-43.189515153563526,-8.252919762977053,-35.94553525314061,2373.74
RJ,PI,-22.62313258857956,-43.189515153563526,-6.118307834918054,-42.45894693466691,34.77
RJ,PR,-22.62313258857956,-43.189515153563526,-24.51761690736683,-51.13921446386092,33884.21
RJ,RJ,-22.62313258857956,-43.189515153563526,-22.62313258857956,-43.189515153563526,18134.31
RJ,RN,-22.62313258857956,-43.189515153563526,-5.864841623635242,-36.236780659852265,70.02
RJ,RO,-22.62313258857956,-43.189515153563526,-10.635373026211626,-62.56912646825704,106.99
RJ,RS,-22.62313258857956,-43.189515153563526,-29.405371844827677,-51.99545799943851,8601.97
RJ,SC,-22.62313258857956,-43.189515153563526,-27.233756086210168,-49.96532630581995,17855.17
RJ,SE,-22.62313258857956,-43.189515153563526,-10.760415681767354,-37.20220554149861,38.18
RJ,SP,-22.62313258857956,-43.189515153563526,-23.191158107928256,-47.05378549380357,278781.7
RN,BA,-5.864841623635242,-36.236780659852265,-12.989871851119448,-39.615591300124855,274.77
RN,CE,-5.864841623635242,-36.236780659852265,-4.628164063264693,-39.12452010467055,97.44
RN,DF,-5.864841623635242,-36.236780659852265,-15.790607098465964,-48.041233449700464,215.78
RN,ES,-5.864841623635242,-36.236780659852265,-19.90141177780134,-40.691985842305776,45.73
RN,GO,-5.864841623635242,-36.236780659852265,-16.544386780171276,-49.27402937998611,25.38
RN,MA,-5.864841623635242,-36.236780659852265,-3.9751512906138347,-44.82710896397979,75.62
RN,MG,-5.864841623635242,-36.236780659852265,-19.768131943331838,-44.25358623321739,1573.65
RN,MT,-5.864841623635242,-36.236780659852265,-14.24217021245117,-55.43095256054814,47.44
RN,PB,-5.864841623635242,-36.236780659852265,-7.053690918143463,-36.18945874369153,19.32
RN,PE,-5.864841623635242,-36.236780659852265,-8.252919762977053,-35.94553525314061,83.6
RN,PR,-5.864841623635242,-36.236780659852265,-24.51761690736683,-51.13921446386092,766.33
RN,RJ,-5.864841623635242,-36.236780659852265,-22.62313258857956,-43.189515153563526,851.26
RN,RN,-5.864841623635242,-36.236780659852265,-5.864841623635242,-36.236780659852265,249.55
RN,RS,-5.864841623635242,-36.236780659852265,-29.405371844827677,-51.99545799943851,311.58
RN,SC,-5.864841623635242,-36.236780659852265,-27.233756086210168,-49.96532630581995,758.44
RN,SP,-5.864841623635242,-36.236780659852265,-23.191158107928256,-47.05378549380357,16179.92
RO,BA,-10.635373026211626,-62.56912646825704,-12.989871851119448,-39.615591300124855,130.47
RO,CE,-10.635373026211626,-62.56912646825704,-4.628164063264693,-39.12452010467055,38.81
RO,ES,-10.635373026211626,-62.56912646825704,-19.90141177780134,-40.691985842305776,89.82
RO,GO,-10.635373026211626,-62.56912646825704,-16.544386780171276,-49.27402937998611,21.15
RO,MG,-10.635373026211626,-62.56912646825704,-19.768131943331838,-44.25358623321739,732.28
RO,MT,-10.635373026211626,-62.56912646825704,-14.24217021245117,-55.43095256054814,96.09
RO,PE,-10.635373026211626,-62.56912646825704,-8.252919762977053,-35.94553525314061,203.69
RO,PR,-10.635373026211626,-62.56912646825704,-24.51761690736683,-51.13921446386092,808.67
RO,RJ,-10.635373026211626,-62.56912646825704,-22.62313258857956,-43.189515153563526,546.5
RO,RS,-10.635373026211626,-62.56912646825704,-29.405371844827677,-51.99545799943851,558.95
RO,SC,-10.635373026211626,-62.56912646825704,-27.233756086210168,-49.96532630581995,368.62
RO,SP,-10.635373026211626,-62.56912646825704,-23.191158107928256,-47.05378549380357,10570.14
RR,BA,2.6013277895632556,-60.60924479139941,-12.989871851119448,-39.615591300124855,86.21
RR,MG,2.6013277895632556,-60.60924479139941,-19.768131943331838,-44.25358623321739,186.67
RR,PR,2.6013277895632556,-60.60924479139941,-24.51761690736683,-51.13921446386092,378.97
RR,SC,2.6013277895632556,-60.60924479139941,-27.233756086210168,-49.96532630581995,84.94
RR,SP,2.6013277895632556,-60.60924479139941,-23.191158107928256,-47.05378549380357,2081.28
RS,BA,-29.405371844827677,-51.99545799943851,-12.989871851119448,-39.615591300124855,4373.35
RS,CE,-29.405371844827677,-51.99545799943851,-4.628164063264693,-39.12452010467055,48.62
RS,DF,-29.405371844827677,-51.99545799943851,-15.790607098465964,-48.041233449700464,791.06
RS,ES,-29.405371844827677,-51.99545799943851,-19.90141177780134,-40.691985842305776,948.63
RS,GO,-29.405371844827677,-51.99545799943851,-16.544386780171276,-49.27402937998611,447.02
RS,MA,-29.405371844827677,-51.99545799943851,-3.9751512906138347,-44.82710896397979,925.52
RS,MG,-29.405371844827677,-51.99545799943851,-19.768131943331838,-44.25358623321739,14592.94
RS,MS,-29.405371844827677,-51.99545799943851,-21.033754693811588,-54.58754251592346,29.31
RS,MT,-29.405371844827677,-51.99545799943851,-14.24217021245117,-55.43095256054814,240.54
RS,PE,-29.405371844827677,-51.99545799943851,-8.252919762977053,-35.94553525314061,861.53
RS,PR,-29.405371844827677,-51.99545799943851,-24.51761690736683,-51.13921446386092,21103.88
RS,RJ,-29.405371844827677,-51.99545799943851,-22.62313258857956,-43.189515153563526,6207.84
RS,RN,-29.405371844827677,-51.99545799943851,-5.864841623635242,-36.236780659852265,274.86
RS,RO,-29.405371844827677,-51.99545799943851,-10.635373026211626,-62.56912646825704,43.08
RS,RS,-29.405371844827677,-51.99545799943851,-29.405371844827677,-51.99545799943851,6477.36
RS,SC,-29.405371844827677,-51.99545799943851,-27.233756086210168,-49.96532630581995,9612.16
RS,SP,-29.405371844827677,-51.99545799943851,-23.191158107928256,-47.05378549380357,120684.35
SC,BA,-27.233756086210168,-49.96532630581995,-12.989871851119448,-39.615591300124855,649.05
SC,CE,-27.233756086210168,-49.96532630581995,-4.628164063264693,-39.12452010467055,74.86
SC,DF,-27.233756086210168,-49.96532630581995,-15.790607098465964,-48.041233449700464,791.6
SC,ES,-27.233756086210168,-49.96532630581995,-19.90141177780134,-40.691985842305776,704.36
SC,GO,-27.233756086210168,-49.96532630581995,-16.544386780171276,-49.27402937998611,344.08
SC,MA,-27.233756086210168,-49.96532630581995,-3.9751512906138347,-44.82710896397979,807.32
SC,MG,-27.233756086210168,-49.96532630581995,-19.768131943331838,-44.25358623321739,11102.67
SC,MS,-27.233756086210168,-49.96532630581995,-21.033754693811588,-54.58754251592346,18.79
SC,MT,-27.233756086210168,-49.96532630581995,-14.24217021245117,-55.43095256054814,238.17
SC,PE,-27.233756086210168,-49.96532630581995,-8.252919762977053,-35.94553525314061,534.12
SC,PI,-27.233756086210168,-49.96532630581995,-6.118307834918054,-42.45894693466691,54.43
SC,PR,-27.233756086210168,-49.96532630581995,-24.51761690736683,-51.13921446386092,11307.89
SC,RJ,-27.233756086210168,-49.96532630581995,-22.62313258857956,-43.189515153563526,4228.33
SC,RN,-27.233756086210168,-49.96532630581995,-5.864841623635242,-36.236780659852265,48.27
SC,RS,-27.233756086210168,-49.96532630581995,-29.405371844827677,-51.99545799943851,3373.6
SC,SC,-27.233756086210168,-49.96532630581995,-27.233756086210168,-49.96532630581995,7717.75
SC,SP,-27.233756086210168,-49.96532630581995,-23.191158107928256,-47.05378549380357,83488.14
SE,BA,-10.760415681767354,-37.20220554149861,-12.989871851119448,-39.615591300124855,193.53
SE,CE,-10.760415681767354,-37.20220554149861,-4.628164063264693,-39.12452010467055,61.78
SE,DF,-10.760415681767354,-37.20220554149861,-15.790607098465964,-48.041233449700464,54.31
SE,ES,-10.760415681767354,-37.20220554149861,-19.90141177780134,-40.691985842305776,79.76
SE,MA,-10.760415681767354,-37.20220554149861,-3.9751512906138347,-44.82710896397979,123.12
SE,MG,-10.760415681767354,-37.20220554149861,-19.768131943331838,-44.25358623321739,2430.1
SE,PB,-10.760415681767354,-37.20220554149861,-7.053690918143463,-36.18945874369153,23.08
SE,PE,-10.760415681767354,-37.20220554149861,-8.252919762977053,-35.94553525314061,241.15
SE,PR,-10.760415681767354,-37.20220554149861,-24.51761690736683,-51.13921446386092,912.11
SE,RJ,-10.760415681767354,-37.20220554149861,-22.62313258857956,-43.189515153563526,500.48
SE,RO,-10.760415681767354,-37.20220554149861,-10.635373026211626,-62.56912646825704,54.02
SE,RS,-10.760415681767354,-37.20220554149861,-29.405371844827677,-51.99545799943851,458.08
SE,SC,-10.760415681767354,-37.20220554149861,-27.233756086210168,-49.96532630581995,802.22
SE,SP,-10.760415681767354,-37.20220554149861,-23.191158107928256,-47.05378549380357,12044.87
SP,AC,-23.191158107928256,-47.05378549380357,-9.993495924837452,-68.28232533466523,32.84
SP,BA,-23.191158107928256,-47.05378549380357,-12.989871851119448,-39.615591300124855,6119.53
SP,CE,-23.191158107928256,-47.05378549380357,-4.628164063264693,-39.12452010467055,1417.57
SP,DF,-23.191158107928256,-47.05378549380357,-15.790607098465964,-48.041233449700464,7753.91
SP,ES,-23.191158107928256,-47.05378549380357,-19.90141177780134,-40.691985842305776,4361.08
SP,GO,-23.191158107928256,-47.05378549380357,-16.544386780171276,-49.27402937998611,4294.28
SP,MA,-23.191158107928256,-47.05378549380357,-3.9751512906138347,-44.82710896397979,4714.55
SP,MG,-23.191158107928256,-47.05378549380357,-19.768131943331838,-44.25358623321739,87946.84
SP,MS,-23.191158107928256,-47.05378549380357,-21.033754693811588,-54.58754251592346,466.25
SP,MT,-23.191158107928256,-47.05378549380357,-14.24217021245117,-55.43095256054814,1384.45
SP,PA,-23.191158107928256,-47.05378549380357,-2.5514788152098298,-49.34759080910092,100.82
SP,PB,-23.191158107928256,-47.05378549380357,-7.053690918143463,-36.18945874369153,510.09
SP,PE,-23.191158107928256,-47.05378549380357,-8.252919762977053,-35.94553525314061,3365.33
SP,PI,-23.191158107928256,-47.05378549380357,-6.118307834918054,-42.45894693466691,102.94
SP,PR,-23.191158107928256,-47.05378549380357,-24.51761690736683,-51.13921446386092,86193.16
SP,RJ,-23.191158107928256,-47.05378549380357,-22.62313258857956,-43.189515153563526,36278.45
SP,RN,-23.191158107928256,-47.05378549380357,-5.864841623635242,-36.236780659852265,208.29
SP,RO,-23.191158107928256,-47.05378549380357,-10.635373026211626,-62.56912646825704,359.93
SP,RS,-23.191158107928256,-47.05378549380357,-29.405371844827677,-51.99545799943851,23555.6
SP,SC,-23.191158107928256,-47.05378549380357,-27.233756086210168,-49.96532630581995,43344.55
SP,SE,-23.191158107928256,-47.05378549380357,-10.760415681767354,-37.20220554149861,52.71
SP,SP,-23.191158107928256,-47.05378549380357,-23.191158107928256,-47.05378549380357,679765.11
TO,BA,-9.408086523413395,-48.29362845844685,-12.989871851119448,-39.615591300124855,90.27
TO,DF,-9.408086523413395,-48.29362845844685,-15.790607098465964,-48.041233449700464,169.46
TO,ES,-9.408086523413395,-48.29362845844685,-19.90141177780134,-40.691985842305776,372.2
TO,GO,-9.408086523413395,-48.29362845844685,-16.544386780171276,-49.27402937998611,85.15
TO,MA,-9.408086523413395,-48.29362845844685,-3.9751512906138347,-44.82710896397979,123.85
TO,MG,-9.408086523413395,-48.29362845844685,-19.768131943331838,-44.25358623321739,666.13
TO,PE,-9.408086523413395,-48.29362845844685,-8.252919762977053,-35.94553525314061,36.37
TO,PR,-9.408086523413395,-48.29362845844685,-24.51761690736683,-51.13921446386092,709.27
TO,RJ,-9.408086523413395,-48.29362845844685,-22.62313258857956,-43.189515153563526,707.8
TO,RS,-9.408086523413395,-48.29362845844685,-29.405371844827677,-51.99545799943851,204.39
TO,SC,-9.408086523413395,-48.29362845844685,-27.233756086210168,-49.96532630581995,547.26
TO,SP,-9.408086523413395,-48.29362845844685,-23.191158107928256,-47.05378549380357,11221.83
